short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,club_jersey_number,club_contract_valid_until_year,nationality_name,nation_jersey_number,preferred_foot,international_reputation,pace,shooting,dribbling,passing,physic,defending,PlayerID,ClubID,LeagueID,Professionalism,Ambition,Leadership,Loyalty,InjuryProneness
A. James,Aaron Thomas James,"CB, RB",54,65,220000,4000,20,34,2026,England,,Right,1,67,27,46,38,64,54,6776,248,13,65,65,60,65,50
M. de Ligt,Max de Ligt,CB,57,70,375000,1000,20,25,2026,Netherlands,,Right,1,57,30,42,42,60,60,6777,110,6,65,65,60,65,50
V. Hladký,Václav Hladký,GK,69,69,240000,17000,34,32,2026,Czechia,,Right,1,,,,,,,6778,6,1,80,50,75,75,55
J. Miller,Jansen Miller,CB,59,65,325000,1000,23,15,2025,United States,,Right,1,57,31,39,45,64,59,6779,154,8,70,65,65,65,45
T. Gabellini,Tommaso Gabellini,ST,56,71,325000,4000,18,84,2028,Italy,,Left,1,57,57,56,48,50,20,6780,77,4,55,70,50,70,55
Renan Santana,Renan Santana,CB,63,75,1100000,2000,20,13,2028,Brazil,,Left,1,56,28,36,36,67,65,6781,215,12,65,70,60,70,50
S. Baseya,Steven Baseya,CB,63,75,1100000,1000,20,14,2026,France,,Right,1,56,26,50,36,58,64,6782,207,12,65,65,60,65,50
B. Yameogo,Bi Abdoul Kader Yameogo,CB,60,74,550000,3000,20,66,2026,Côte d'Ivoire,,Right,1,65,26,40,39,62,62,6783,259,99,65,70,60,70,50
N. Haikin,Nikita HaikinХайкин Никита Ильич,GK,74,75,3200000,5000,29,12,2026,Russia,,Right,1,,,,,,,6784,273,99,75,55,70,75,50
Alejandro Vergaz,Alejandro Vergaz Lozano,CB,58,76,500000,3000,19,90,2029,Spain,,Left,1,54,27,46,44,62,58,6785,183,10,65,65,60,65,50
A. Brignoli,Alberto Brignoli,GK,73,73,1000000,14000,33,91,2027,Italy,,Left,1,,,,,,,6786,270,99,80,50,75,75,55
M. Djordjević,Mateja Djordjević,CB,57,70,375000,1000,22,35,2028,Serbia,,Right,1,60,29,36,38,66,57,6787,128,8,70,70,65,70,45
F. Yeats,Finn Yeats,"RB, RM",57,65,350000,950,21,14,2026,Scotland,,Right,1,59,25,53,46,53,53,6788,119,7,65,65,60,65,50
M. Günok,Fehmi Mert Günok,GK,78,78,1600000,16000,36,1,2027,Türkiye,,Right,1,,,,,,,6789,191,11,80,65,75,80,55
Lee Sang Min,Sang-min Lee이상민,CB,60,61,250000,1000,27,4,2025,Korea Republic,,Right,1,59,25,40,41,69,59,6790,275,99,75,60,70,65,50
Z. Al Ghamdi,Ziyad Al Ghamdi,CM,47,56,100000,2000,20,14,2026,Saudi Arabia,,Right,1,63,36,43,49,55,36,6791,172,10,60,65,45,65,45
H. Dramé,Hamed Dramé,CB,60,63,300000,1000,24,20,2028,France,,Right,1,57,28,35,38,70,60,6792,211,12,70,70,65,70,50
E. Bartlow,Ethan Bartlow,CB,64,66,650000,2000,25,4,2025,United States,,Right,1,63,22,44,37,72,64,6793,137,8,75,60,70,65,50
I. Boatwright,Israel Ramón Boatwright de la Cruz,"RB, RM",57,71,375000,1000,20,62,2026,Dominican Republic,,Right,1,70,22,62,33,50,55,6794,138,8,65,70,60,70,50
R. Ramos Jr,Rubén Ramos Jr.,"CAM, CM",53,76,300000,700,18,24,2027,United States,,Right,1,59,37,55,52,46,37,6795,139,8,60,70,45,70,45
A. Lopes,Anthony Lopes,GK,76,76,1300000,12000,34,1,2027,Portugal,,Left,3,,,,,,,6796,90,5,85,65,85,80,55
D. Bisschops,Daan Bisschops,CB,58,67,425000,1000,20,37,2026,Netherlands,,Right,1,55,30,42,37,63,58,6797,101,6,65,65,60,65,50
A. Moris,Anthony Christian Moris,GK,75,75,625000,10000,35,49,2027,Luxembourg,,Left,1,,,,,,,6798,178,10,80,60,75,75,55
D. Sasnauskas,Dovydas Sasnauskas,CB,56,72,350000,5000,18,37,2026,Lithuania,,Right,1,60,32,42,38,62,56,6799,241,13,65,70,60,70,50
A. Makki,Ali Abdulqader Suleiman Makki,"RB, CB, LB, RM",57,60,200000,5000,26,5,2028,Saudi Arabia,,Right,1,49,27,41,46,65,58,6800,185,10,75,60,70,65,50
M. Al Rajih,Mubarak Abdulrahman Mubarak Al Rajehمبارك الراجح,"CB, RB",58,71,475000,3000,21,94,2029,Saudi Arabia,,Right,1,66,23,45,38,68,58,6801,185,10,65,65,60,65,50
K. Leslie,Kian Leslie,"RM, LM, RW",53,67,230000,750,20,27,2026,Scotland,,Left,1,76,47,58,45,37,24,6802,122,7,60,65,45,65,45
H. Hilvenius,Harry Hilvenius,CB,58,74,475000,600,17,44,2028,Sweden,,Right,1,60,27,49,40,58,58,6803,277,99,65,65,60,65,50
B. Leno,Bernd Leno,GK,80,80,7000000,58000,33,1,2027,Germany,,Right,3,,,,,,,6804,10,1,85,65,85,75,55
G. David,Gabriel Jesus David,ST,55,75,350000,2000,18,92,2026,Nigeria,,Right,1,65,53,47,39,65,25,6805,261,99,55,65,50,65,55
L. Bimai,Longin Vianey Bimai,CB,59,71,500000,1000,19,57,2029,France,,Left,1,60,29,39,37,69,58,6806,214,12,65,65,60,65,50
N. Al Hulayel,Nasser Al Hulayel,"LB, RB, CB, LM",54,59,150000,2000,25,4,2029,Saudi Arabia,,Right,1,65,27,51,45,51,51,6807,180,10,75,60,70,65,50
A. Madu,Abdullah Mohammed Musa Maduعبدالله مادو,CB,65,65,500000,9000,31,3,2026,Saudi Arabia,,Left,1,34,25,40,45,71,65,6808,172,10,80,50,75,75,55
J. Campbell-Slowey,Josh Campbell-Slowey,CB,54,72,275000,3000,19,33,2028,England,,Right,1,63,27,47,40,60,53,6809,227,13,65,65,60,65,50
G. Vicario,Guglielmo Vicario,GK,82,84,26000000,77000,28,1,2028,Italy,14,Right,3,,,,,,,6810,18,1,80,80,80,85,45
Y. Al Zubaidi,Yaseen Attiah Al Zubaidiياسين عطية الزبيدي,"LM, RM, LW",56,68,350000,5000,22,26,2028,Saudi Arabia,,Left,1,70,44,57,50,39,28,6811,171,10,70,70,65,70,45
J. Butland,Jack Butland,GK,75,75,2800000,30000,32,1,2027,England,,Right,2,,,,,,,6812,125,7,80,60,80,75,55
O. Stirton,Owen Lucas Stirton,ST,54,73,275000,750,18,34,2026,Scotland,,Right,1,55,56,48,42,56,26,6813,118,7,55,65,50,65,55
A. Masoud,Abdullah Masoud Kamel Ahmedعبدالله مسعود كامل,"CB, RB",51,61,120000,2000,22,13,2026,Saudi Arabia,,Right,1,64,33,42,42,58,51,6814,179,10,70,70,65,70,45
L. Bombino,Luca Bombino,"LB, LM",54,66,240000,650,18,27,2025,United States,,Left,1,60,31,49,38,55,52,6815,151,8,65,65,60,65,50
Matheus Gonçalves,Matheus Gonçalves Martins,"RW, RM",56,67,300000,5000,19,20,2028,Brazil,,Left,1,64,52,62,46,40,21,6816,171,10,65,70,60,70,50
S. Tombakti,Saud Mahmoud Osama Al Tumbktiسعود محمود التمبكتي,CB,53,65,210000,1000,20,46,2028,Saudi Arabia,,Right,1,65,32,40,38,61,52,6817,184,10,65,65,60,65,50
Park Jang Han Gyeol,Jang Han-gyeol Park박장한결,"CAM, CM",51,60,130000,900,21,88,2030,Korea Republic,,Right,1,63,40,51,54,41,29,6818,275,99,60,65,45,65,45
L. Dellavalle,Lorenzo Dellavalle,CB,59,69,475000,1000,21,15,2026,Italy,,Right,1,54,28,43,46,52,60,6819,140,8,65,70,60,70,50
V. Milinković-Savić,Vanja Milinković-SavićВања Миликовић-Савић,GK,79,81,15000000,29000,28,32,2026,Serbia,,Right,1,,,,,,,6820,72,4,75,70,70,80,50
Z. Keita,Zoumana Keita,CB,59,72,500000,3000,19,35,2027,Germany,,Right,1,61,24,37,39,65,58,6821,260,99,65,70,60,70,50
M. Al Abdulmunem,Malek Saad Al Abdulmenemمالك العبد المنعم,ST,54,55,130000,3000,27,99,2027,Saudi Arabia,,Right,1,73,52,56,37,50,19,6822,174,10,65,60,60,65,60
L. Venturino,Lorenzo Venturino,"RM, LM, RW",56,71,350000,2000,19,76,2029,Italy,,Right,1,63,50,57,50,46,22,6823,65,4,65,70,60,70,50
J. Trafford,James Harrington Trafford,GK,76,84,14500000,41000,22,1,2030,England,22,Right,1,,,,,,,6824,13,1,70,85,65,75,35
M. Qasheesh,Majed Mohammed Ali Qasheeshماجد قشيش,"LB, LM",56,58,170000,5000,23,50,2026,Saudi Arabia,,Left,1,76,26,51,40,48,51,6825,173,10,70,65,65,65,45
D. Esapa Osong,Detlef Esapa Osong,ST,56,70,350000,9000,20,24,2026,England,,Right,1,59,57,51,39,58,18,6826,124,7,55,65,50,65,55
A. Al Harbi,Abdulaziz Nayef Muslim Al Harbi,"RB, RM",53,64,200000,1000,21,82,2030,Saudi Arabia,,Right,1,69,29,51,42,53,48,6827,175,10,65,65,60,65,50
R. King,Richard King,CB,58,65,375000,1000,23,5,2027,Jamaica,,Right,1,64,29,45,34,63,58,6828,126,7,70,65,65,65,45
O. Al Bawardi,Osama Al Bawardi,"RB, RM",54,57,130000,2000,26,7,2028,Saudi Arabia,,Right,1,58,28,53,42,51,52,6829,184,10,75,60,70,65,50
Ș. Chirilă,Ștefan Chirilă,ST,54,76,350000,800,18,19,2028,Romania,,Right,1,52,58,51,40,44,26,6830,134,8,55,70,50,70,55
A. Marchesín,Agustín Federico Marchesín,GK,77,77,1200000,8000,37,25,2026,Argentina,,Right,1,,,,,,,6831,256,99,80,65,75,80,55
A. Çınar,Anıl Yiğit Çınar,CB,58,70,475000,2000,21,94,2027,Türkiye,,Left,1,61,30,35,34,65,59,6832,194,11,65,70,60,70,50
J. Drommel,Joël Drommel,GK,72,74,2000000,10000,28,1,2026,Netherlands,,Right,1,,,,,,,6833,110,6,75,55,70,75,50
A. Arous,Adem Arous,CB,59,66,425000,2000,20,4,2028,Tunisia,,Right,1,61,32,38,32,61,62,6834,201,11,65,70,60,70,50
Marcos Zambrano,Marcos Alberto Zambrano Delgado,ST,54,64,240000,900,20,20,2025,United States,,Right,1,56,59,47,39,53,23,6835,149,8,55,65,50,65,55
Diego Tavares,Diego Enrique Amaral Tavares,CB,57,69,375000,1000,20,3,2026,Portugal,,Right,1,55,31,41,33,60,60,6836,223,12,65,65,60,65,50
D. Radonjic,Dejan Radonjic,CB,60,74,550000,1000,19,60,2027,Austria,,Right,1,60,24,39,39,63,61,6837,252,99,65,65,60,65,50
I. Gosik,Igor Fabian Gosik,ST,55,75,350000,500,17,53,2028,Norway,,Right,1,60,55,54,42,48,19,6838,272,99,55,65,50,65,55
T. Aydın,Taylan Utku Aydın,CB,57,72,375000,2000,19,29,2029,Türkiye,,Right,1,38,34,42,42,58,59,6839,201,11,65,70,60,70,50
Álex Remiro,Alejandro Remiro Gargallo,GK,83,84,27500000,38000,30,1,2027,Spain,13,Right,3,,,,,,,6840,37,2,85,75,85,80,45
Unai Simón,Unai Simón Mendibil,GK,85,86,43000000,48000,28,1,2029,Spain,23,Right,3,,,,,,,6841,22,2,80,80,80,75,45
R. Sailor,Ryan Sailor,CB,63,66,550000,2000,27,15,2025,United States,,Right,1,63,24,39,34,69,64,6842,138,8,75,65,70,70,50
S. Jimenez,Stiven Jimenez,"CDM, CM, RB",49,70,140000,550,18,37,2025,United States,,Right,1,57,34,50,45,43,48,6843,134,8,65,70,60,70,50
G. Guerra,Gage Guerra,ST,54,62,240000,1000,22,88,2025,United States,,Right,1,59,55,51,38,55,23,6844,148,8,60,65,55,65,55
K. Lebersorger,Kevin Lebersorger,"RB, RM",54,69,250000,1000,20,42,2028,Austria,,Right,1,62,27,47,36,62,51,6845,249,99,65,65,60,65,50
I. Iovu,Iurie Iovu,CB,59,65,325000,1000,22,4,2027,Moldova,,Right,1,62,28,38,36,67,58,6846,118,7,70,65,65,65,45
C. Antley,William Conner Antley,"LB, CB, RB",56,56,120000,1000,30,12,2025,United States,,Right,1,63,30,49,32,57,59,6847,133,8,80,60,75,80,55
M. Muhaysh,Mohammed Muhaysh,"RB, RM",52,66,180000,3000,19,91,2028,Saudi Arabia,,Right,1,69,28,50,43,50,47,6848,176,10,65,65,60,65,50
S. Culbert,Sam Culbert,ST,52,67,190000,800,19,36,2026,Scotland,,Right,1,64,52,55,43,48,20,6849,123,7,55,65,50,65,55
Kang Ju Hyeok,Ju-hyeok Kang강주혁,"RM, RW",53,65,220000,750,18,19,2028,Korea Republic,,Left,1,85,46,58,40,41,24,6850,275,99,65,65,60,65,50
K. Hughes,Keegan Monroe Hughes,CB,60,67,475000,1000,22,5,2025,United States,,Right,1,58,31,43,34,69,61,6851,143,8,70,65,65,65,45
S. Osmanoğlu,Sinan Osmanoğlu,CB,62,62,110000,3000,35,90,2026,Türkiye,,Right,1,32,35,40,41,72,61,6852,198,11,80,50,75,75,65
M. Dmitrović,Marko DmitrovićМарко Дмитровић,GK,79,79,5500000,18000,33,13,2028,Serbia,,Left,2,,,,,,,6853,27,2,80,65,80,80,55
L. Mesanvi,Loïc Mesanvi,"LW, LM",52,62,180000,1000,22,90,2025,Togo,,Right,1,72,53,54,44,32,24,6854,141,8,70,70,65,70,45
R. Sarki,Rilwanu Haliru Sarki,"RM, RW, LM",55,64,275000,2000,21,77,2027,Nigeria,,Right,1,73,46,58,48,36,23,6855,171,10,65,70,60,70,50
Sivera,Antonio Sivera Salvá,GK,76,78,6500000,18000,28,1,2027,Spain,,Right,1,,,,,,,6856,21,2,75,65,70,75,50
R. Le Guen,Raphaël Le Guen,CB,62,74,875000,3000,18,36,2026,France,,Right,1,63,25,43,36,65,62,6857,81,5,65,65,60,65,50
José Sá,José Pedro Malheiro de Sá,GK,77,77,5000000,39000,32,1,2027,Portugal,12,Right,2,,,,,,,6858,20,1,80,65,80,80,55
E. Klein,Eric Klein,"CB, CDM",53,74,275000,650,18,38,2026,United States,,Right,1,60,31,40,41,55,54,6859,143,8,65,65,60,65,50
J. Omlin,Jonas Omlin,GK,76,76,4000000,18000,31,1,2027,Switzerland,,Right,2,,,,,,,6860,46,3,80,65,80,80,45
D. Henderson,Dean Bradley Henderson,GK,81,82,20500000,62000,28,1,2028,England,13,Right,3,,,,,,,6861,8,1,80,80,80,85,45
S. Mignolet,Simon Luc Hildebert Mignolet,GK,74,74,475000,10000,37,22,2026,Belgium,,Right,3,,,,,,,6862,259,99,85,55,85,80,55
Nelsildo Reis,Nelson Arturo Reis Lopes,GK,76,79,7500000,14000,25,12,2028,Brazil,,Right,1,,,,,,,6863,161,9,75,75,70,70,40
B. Samba,Brice Lauriche Samba,GK,80,80,11000000,22000,31,30,2029,France,1,Left,3,,,,,,,6864,94,5,85,65,85,75,45
M. Abdullah,Majed Abdullah,ST,54,73,275000,3000,19,19,2028,Saudi Arabia,,Right,1,55,56,52,38,63,17,6865,185,10,55,65,50,65,55
F. Al Ghamdi,Fares Al Ghamdi,"CM, CDM",50,60,100000,2000,21,6,2026,Saudi Arabia,,Right,1,54,34,49,49,50,40,6866,172,10,60,65,45,65,45
Aarón,Aarón Escandell Banacloche,GK,75,77,4700000,19000,29,13,2026,Spain,,Right,1,,,,,,,6867,36,2,75,70,70,80,50
P. Gulácsi,Péter Gulácsi,GK,85,85,6000000,35000,35,1,2026,Hungary,,Right,3,,,,,,,6868,53,3,85,70,85,70,55
Khaly,Domingos José Gabriel Bandeira,CB,59,68,475000,1000,21,3,2028,Angola,,Right,1,60,30,35,34,62,63,6869,213,12,65,65,60,65,50
Juan Carlos,Juan Carlos Martín Corral,GK,73,73,350000,9000,37,35,2026,Spain,,Right,1,,,,,,,6870,29,2,80,55,75,80,55
T. Williams,Thomas Ivory Williams III,"CB, LB",53,68,210000,750,20,68,2026,United States,,Left,1,54,31,45,37,65,52,6871,146,8,65,70,60,70,50
B. Çetin,Bedirhan Çetin,CB,57,72,375000,2000,19,96,2030,Türkiye,,Right,1,59,27,39,37,63,59,6872,204,11,65,65,60,65,50
S. Sarver,Samuel Sarver,"ST, RW",52,62,180000,1000,22,28,2026,United States,,Right,1,67,52,52,44,47,24,6873,136,8,60,70,55,70,55
D. Mitov,Dimitar MitovДимитър Веселинов Митов,GK,70,73,1500000,4000,28,1,2027,Bulgaria,,Right,1,,,,,,,6874,115,7,75,55,70,75,50
Heo Dong Min,Dong-min Her허동민,"CDM, CM",49,59,100000,650,21,26,2028,Korea Republic,,Right,1,56,32,45,44,58,45,6875,275,99,60,65,45,65,45
M. Sels,Matz Willy Els Sels,GK,83,83,12000000,78000,33,26,2027,Belgium,,Right,3,,,,,,,6876,16,1,85,75,85,85,55
C. McCarthy,Cathal McCarthy,CB,55,73,300000,2000,18,58,2027,Republic of Ireland,,Right,1,63,29,42,35,61,54,6877,231,13,65,65,60,65,50
W. Frederick,Wayne Alix Frederick II,"CAM, CM",51,62,130000,800,21,13,2026,Trinidad and Tobago,,Right,1,65,47,56,44,43,32,6878,131,8,60,70,45,70,45
Talisca,João Pedro de Souza Borges,CB,57,64,300000,900,22,34,2028,Brazil,,Left,1,59,29,41,33,54,60,6879,207,12,70,65,65,65,45
Kepa,Kepa Arrizabalaga Revuelta,GK,79,79,11500000,76000,30,13,2028,Spain,,Right,2,,,,,,,6880,1,1,80,75,80,85,45
D. Baran,Daniel Baran,"RW, LW, RM",53,70,240000,800,18,36,2026,Poland,,Left,1,70,54,57,39,41,24,6881,136,8,65,70,60,70,50
G. Tunguliadi,Georgiy TunguliadiТунгулияди Георгий Христофорович,CB,59,72,500000,950,20,23,2027,Russia,,Right,1,58,24,43,34,66,60,6882,211,12,65,70,60,70,50
J. van Schooneveld,Jaylan van Schooneveld,CB,57,66,325000,1000,20,26,2026,Netherlands,,Right,1,65,27,40,35,58,58,6883,111,6,65,65,60,65,50
M. Mendía,Mateo Mendía dos Santos,CB,58,73,475000,2000,21,34,2028,Argentina,,Right,1,50,30,39,34,63,61,6884,256,99,65,70,60,70,50
David Soria,David Soria Solís,GK,81,81,13000000,29000,32,13,2026,Spain,,Right,3,,,,,,,6885,28,2,85,65,85,75,55
H. Lloris,Hugo Hadrien Dominique Lloris,GK,77,77,1200000,4000,38,1,2025,France,,Left,4,,,,,,,6886,140,8,90,65,95,80,55
M. Dituro,Matías Ezequiel Dituro Curto,GK,75,75,625000,9000,38,1,2026,Argentina,,Right,1,,,,,,,6887,26,2,80,65,75,80,55
E. Mokwana,Elias Mokwana,"RW, RM",51,52,70000,2000,25,17,2028,South Africa,,Right,1,61,53,56,42,41,23,6888,175,10,65,60,60,65,60
M. Ratnik,Marcel Ratnik,CB,59,68,475000,3000,21,14,2029,Slovenia,,Right,1,61,24,39,37,67,59,6889,171,10,65,70,60,70,50
E. van der Laan,Elvis van der Laan,CB,57,74,375000,950,17,15,2028,Sweden,,Right,1,56,23,49,38,61,56,6890,103,6,65,65,60,65,50
M. Dúbravka,Martin Dúbravka,GK,77,77,1200000,22000,36,1,2026,Slovakia,,Right,2,,,,,,,6891,6,1,80,60,80,75,55
K. Al Asbahi,Khaled Al Asbahi,"LM, LW",53,66,230000,2000,21,18,2026,Yemen,,Left,1,62,49,59,46,44,25,6892,184,10,65,65,60,65,50
Lucas Mantela,Lucas Luciano Mantela Patrício,GK,82,82,24500000,21000,25,1,2028,Brazil,,Right,3,,,,,,,6893,167,9,80,80,80,70,35
T. Siwe,Telli Siwe,CB,60,75,550000,2000,20,13,2027,France,,Right,1,60,24,42,37,64,60,6894,80,5,65,70,60,70,50
Lucas Perri,Lucas Estella Perri,GK,81,85,27000000,44000,27,1,2029,Brazil,,Right,3,,,,,,,6895,11,1,80,80,80,70,35
D. Léon,Donovan René Léon,GK,76,76,3700000,15000,32,16,2027,France,,Right,1,,,,,,,6896,80,5,80,65,75,80,55
David Kaiki,David Kaiki Flores da Silva,"RW, RM",53,62,210000,2000,21,77,2026,Brazil,,Right,1,67,50,59,41,39,23,6897,187,10,60,70,45,70,45
D. Borso,Dylan Borso,"CAM, CM",48,68,130000,600,19,27,2027,United States,,Left,1,60,35,49,51,49,35,6898,130,8,60,70,45,70,45
M. Zetterer,Michael Zetterer,GK,76,77,6000000,19000,29,23,2029,Germany,,Right,1,,,,,,,6899,47,3,75,75,70,85,50
Jimmy Farkarlun,Bryant Jimmy Farkarlun,"CAM, CM",50,57,90000,750,23,26,2025,Liberia,,Right,1,62,53,51,43,45,17,6900,128,8,65,70,50,70,45
CJ Fodrey,Calvin Jay Fodrey,"ST, LW",52,65,200000,900,21,19,2027,United States,,Left,1,71,52,48,35,61,17,6901,128,8,55,70,50,70,55
L. Henderson,Liam Henderson,"CB, LB",60,61,230000,1000,28,5,2028,Scotland,,Left,1,58,24,40,37,60,62,6902,119,7,75,55,70,75,60
M. Tombakti,Marzouq Hussain Marzouq Tambakti,"CB, RB, RM",58,65,375000,2000,22,87,2027,Saudi Arabia,,Right,1,61,26,37,36,72,56,6903,184,10,70,65,65,65,45
K. Casteels,Koen Casteels,GK,82,82,10000000,33000,33,1,2027,Belgium,,Left,3,,,,,,,6904,183,10,85,65,85,75,55
J. Cillessen,Jacobus Antonius Peter Cillessen,GK,79,79,1900000,6000,36,22,2026,Netherlands,,Right,2,,,,,,,6905,107,6,80,65,80,80,55
B. Hazazi,Bassam Hazazi,CM,47,64,120000,3000,20,88,2029,Saudi Arabia,,Right,1,59,36,44,46,51,39,6906,181,10,60,65,45,65,45
W. Meyer,Wyatt Meyer,CB,53,57,120000,900,24,28,2025,United States,,Right,1,59,33,43,38,60,54,6907,142,8,70,65,65,65,50
J. Ćalušić,Josip Ćalušić,"CB, LB",60,60,170000,3000,31,15,2026,Croatia,,Left,1,53,28,34,32,59,65,6908,203,11,80,50,75,75,55
Gabriel Carvalho,Gabriel Carvalho Teixeira,"RW, RM",54,69,250000,2000,17,20,2028,Brazil,,Right,1,67,45,62,44,37,26,6909,183,10,60,65,45,65,45
P. Carlgren,Patrik Ulf Anders Carlgren,GK,71,71,600000,8000,33,30,2026,Sweden,,Right,1,,,,,,,6910,90,5,80,55,75,80,55
Min Ji Hoon,Ji-hoon Min민지훈,"CM, CAM",47,58,100000,700,20,72,2025,Korea Republic,,Right,1,61,34,51,51,43,33,6911,275,99,60,65,45,65,45
P. Quinton,Philip Quinton,"CB, RB",61,66,425000,2000,25,26,2025,United States,,Left,1,51,24,36,38,75,60,6912,149,8,75,60,70,65,50
Z. Steffen,Zackary Thomas Steffen,GK,73,73,2000000,5000,30,1,2026,United States,18,Right,1,,,,,,,6913,131,8,80,60,75,80,45
N. Pope,Nicholas David Pope,GK,81,81,8500000,81000,33,1,2026,England,,Right,3,,,,,,,6914,15,1,85,70,85,80,55
M. Schmetgens,Mick Schmetgens,CB,56,75,325000,2000,17,33,2026,Germany,,Right,1,54,33,36,35,58,57,6915,57,3,65,65,60,65,50
Z. Gozo,Zavier Gozo,"RW, ST, RM",55,79,400000,800,18,72,2025,United States,,Right,1,67,49,58,47,43,17,6916,149,8,55,65,50,65,55
J. Hall,Julian Zakrzewski Hall,"LM, RW, ST, LW",54,77,350000,550,17,16,2026,United States,,Right,1,59,50,58,47,33,23,6917,145,8,55,65,50,65,55
D. Ramaj,Diant Ramaj,GK,73,81,6000000,15000,23,41,2026,Germany,,Right,1,,,,,,,6918,50,3,70,70,65,70,35
G. Samuel,Gbato Seloh Samuel,"RW, RM",49,65,120000,700,18,28,2028,Côte d'Ivoire,,Left,1,63,48,54,40,50,23,6919,275,99,55,65,50,65,55
M. Al Khaibari,Mohammed Al Khaibariمحمد الخيبري,CB,55,62,240000,2000,23,23,2030,Saudi Arabia,,Right,1,60,26,36,36,66,53,6920,184,10,70,65,65,65,45
I. Ndukwe,Ifeanyi-Arthur Ndukwe,CB,55,75,325000,750,17,66,2028,Austria,,Right,1,68,24,39,40,63,54,6921,252,99,65,65,60,65,50
J. Tijink,Jop Tijink,"CB, LB",57,73,400000,1000,20,27,2026,Netherlands,,Left,1,53,32,36,34,56,60,6922,105,6,65,70,60,70,50
M. Barnawi,Mohammed Ali Mohammed Barnawi,"CB, RB",55,70,275000,3000,19,66,2028,Saudi Arabia,,Right,1,63,22,46,39,62,53,6923,177,10,65,70,60,70,50
R. Roberts,Reid Roberts,"CB, LB",55,65,275000,750,21,18,2025,United States,,Left,1,59,23,38,43,60,56,6924,152,8,65,65,60,65,50
Samuel Soares,Samuel Jumpe Soares,GK,70,80,3100000,5000,23,24,2027,Portugal,,Right,1,,,,,,,6925,210,12,70,70,65,70,35
B. Al Hamad,Bassam Hamoud Al Hamad,"LW, LM",51,66,140000,3000,20,86,2030,Syria,,Right,1,67,41,54,49,43,29,6926,186,10,65,70,60,70,50
B. Ersoy,Burhan Ersoy,CB,51,59,120000,2000,22,24,2027,Türkiye,,Right,1,59,31,41,39,54,52,6927,194,11,70,70,65,70,45
Aitor Fernández,Aitor Fernández Abarisketa,GK,77,77,1800000,22000,34,13,2027,Spain,,Right,1,,,,,,,6928,32,2,80,60,75,75,55
E. Yıldırım,Ege Yıldırım,CB,56,79,425000,1000,18,40,2026,Türkiye,,Left,1,59,33,39,30,54,60,6929,199,11,65,65,60,65,50
K. Al Rammah,Khaled Emad Abdullah Al Rammah,"LB, LM",53,70,240000,2000,20,75,2026,Saudi Arabia,,Left,1,81,30,50,33,49,47,6930,174,10,65,65,60,65,50
A. Harris,Alexander Dean Harris,ST,53,63,210000,900,20,16,2027,United States,,Right,1,71,55,47,37,52,17,6931,131,8,55,70,50,70,55
Z. Yáñez,Zidane Antonio Yañez,ST,51,65,130000,650,17,36,2028,United States,,Right,1,56,52,50,39,48,23,6932,144,8,55,65,50,65,55
L. Moulden,Louie Moulden,GK,63,73,925000,4000,23,31,2027,England,,Right,1,,,,,,,6933,236,13,70,70,65,70,35
S. Hawkins,Stuart Russell Hawkins,CB,55,74,300000,650,18,39,2026,United States,,Right,1,53,24,41,46,59,55,6934,153,8,65,70,60,70,50
E. Schilte-Brown,Ethan Schilte-Brown,CB,57,72,375000,950,20,25,2026,Canada,,Right,1,65,24,40,43,61,56,6935,122,7,65,65,60,65,50
P. Vindahl,Peter Vindahl Jensen,GK,75,77,5000000,14000,27,1,2027,Denmark,,Right,1,,,,,,,6936,279,99,75,75,70,70,40
S. Al Anzi,Sultan Al Anzi,"LB, LM",53,59,140000,2000,21,34,2028,Saudi Arabia,,Left,1,63,28,48,35,48,52,6937,185,10,65,65,60,65,50
L. Stefanović,Lazar Stefanović,CB,57,77,425000,850,18,76,2028,Canada,,Right,1,67,23,44,35,57,58,6938,155,8,65,70,60,70,50
K. Keresztes,Krisztián Keresztes,"CB, LB, LM",57,62,220000,1000,25,23,2026,Hungary,,Left,1,59,21,41,38,62,57,6939,118,7,75,60,70,65,50
J. Orozco,Jaziel Alberto Orozco Landeros,CB,53,68,220000,750,21,91,2025,United States,,Right,1,59,32,34,38,62,53,6940,150,8,65,70,60,70,50
J. Wildsmith,Joseph Charles Wildsmith,GK,69,70,1100000,12000,29,23,2026,England,,Right,1,,,,,,,6941,247,13,75,60,70,80,50
H. Al Sultan,Hussain Al Sultan,ST,53,63,210000,2000,21,71,2028,Saudi Arabia,,Right,1,58,52,53,37,52,20,6942,178,10,55,65,50,65,55
A. Şahindere,Abdullah Şahindere,CB,55,68,300000,2000,22,44,2027,Türkiye,,Right,1,58,29,38,34,53,58,6943,198,11,70,65,65,65,45
M. Cooper,Michael John Cooper,GK,76,81,9000000,29000,25,1,2028,England,,Right,1,,,,,,,6944,241,13,75,75,70,70,40
S. Barnawi,Saleh Barnawi,CB,51,66,130000,3000,18,90,2028,Saudi Arabia,,Right,1,57,31,41,40,58,50,6945,176,10,65,65,60,65,50
M. Palma,Matteo Palma,CB,62,82,1000000,2000,17,16,2027,Germany,,Right,1,52,28,41,37,59,65,6946,78,4,65,70,60,70,50
